"Version (0 = Fixed Task)","Task","Concept","Att 1 - Panel Efficiency","Att 2 - Panel Visibility","Att 3 - Inverter Type","Att 4 - Failure in First Five Years","Att 5 - Environmental Benefits","Att 6 - Savings in 25 Years"
67,3,3,2,2,3,4,3,4
67,4,1,2,1,1,3,2,4
67,4,2,1,2,2,4,2,4
67,4,3,3,1,3,3,1,2
67,5,1,2,1,3,2,3,2
67,5,2,3,2,2,3,1,1
67,5,3,1,1,2,1,2,2
67,6,1,1,1,3,4,1,3
67,6,2,2,2,1,1,1,5
67,6,3,2,1,2,2,3,4
67,7,1,3,2,1,1,3,1
67,7,2,1,1,1,4,2,2
67,7,3,2,2,3,3,3,3
67,8,1,3,2,1,2,1,4
67,8,2,1,1,2,1,2,3
67,8,3,3,2,3,4,3,5
67,9,1,2,1,1,3,3,3
67,9,2,3,2,2,3,1,4
67,9,3,1,2,3,2,2,5
67,10,1,3,1,2,4,2,1
67,10,2,2,2,1,2,3,1
67,10,3,2,1,3,2,1,2
67,11,1,3,2,1,4,1,3
67,11,2,1,2,3,1,3,2
67,11,3,1,1,2,3,2,1
67,12,1,3,1,2,2,3,4
67,12,2,1,2,3,1,3,5
67,12,3,2,1,3,2,1,5
67,13,1,2,2,2,1,2,2
67,13,2,1,1,3,3,1,1
67,13,3,1,2,1,4,2,3
67,14,1,1,2,1,4,1,5
67,14,2,2,1,1,1,2,4
67,14,3,3,1,2,3,1,4
67,15,1,3,2,3,2,3,5
67,15,2,3,1,2,3,3,3
67,15,3,2,1,2,4,2,4
68,1,1,1,2,2,3,2,1
68,1,2,2,1,3,1,3,2
68,1,3,2,2,1,4,2,2
68,2,1,2,2,3,2,1,3
68,2,2,3,1,1,1,3,5
68,2,3,1,1,1,2,3,4
68,3,1,1,1,3,3,3,1
68,3,2,3,2,2,4,1,1
68,3,3,2,2,3,1,2,2
68,4,1,3,1,1,2,1,2
68,4,2,1,2,2,4,2,1
68,4,3,2,1,1,3,1,1
68,5,1,2,2,2,1,2,5
68,5,2,3,1,3,1,1,4
68,5,3,3,2,1,2,2,3
68,6,1,3,2,1,1,3,5
68,6,2,1,1,2,4,3,5
68,6,3,1,2,3,3,3,4
68,7,1,1,1,1,3,1,2
68,7,2,3,1,2,1,2,1
68,7,3,2,2,3,4,2,3
68,8,1,3,1,3,2,1,3
68,8,2,1,2,2,2,3,5
68,8,3,2,2,2,4,1,5
68,9,1,3,2,3,1,2,4
68,9,2,2,1,1,4,1,2
68,9,3,1,1,1,3,3,4
68,10,1,2,2,3,3,2,3
68,10,2,1,1,3,4,1,4
68,10,3,3,1,2,2,3,2
68,11,1,2,1,1,4,2,3
68,11,2,1,2,2,2,1,2
68,11,3,3,2,1,3,3,1
68,12,1,3,2,3,1,1,3
68,12,2,1,1,1,1,3,3
68,12,3,2,2,1,2,2,1
68,13,1,2,1,2,2,2,5
68,13,2,3,1,1,1,3,5
68,13,3,1,2,3,4,1,4
68,14,1,1,2,2,3,3,2
68,14,2,2,1,3,3,1,4
68,14,3,3,1,2,4,1,3
68,15,1,2,2,1,2,2,1
68,15,2,3,1,2,3,2,3
68,15,3,1,2,2,1,3,2
69,1,1,2,2,1,4,3,2
69,1,2,3,1,3,2,2,1
69,1,3,1,1,3,1,1,1
69,2,1,2,1,1,3,1,4
69,2,2,3,2,1,4,2,5
69,2,3,2,2,2,2,1,5
69,3,1,1,2,3,1,3,3
69,3,2,3,1,3,3,2,5
69,3,3,1,2,2,2,2,4
69,4,1,3,2,2,1,3,4
69,4,2,2,1,3,3,3,2
69,4,3,2,1,1,4,1,3
69,5,1,3,1,2,1,3,3
69,5,2,3,1,3,2,2,4
69,5,3,1,2,1,2,1,5
69,6,1,2,2,1,3,3,1
69,6,2,1,1,2,3,2,1
69,6,3,1,1,2,4,3,2
69,7,1,2,2,1,1,2,4
69,7,2,1,2,3,4,1,2
69,7,3,3,2,3,3,3,2
69,8,1,2,1,2,4,1,5
69,8,2,1,1,3,1,2,5
69,8,3,3,2,1,2,3,3
69,9,1,2,2,2,3,1,2
69,9,2,1,1,3,4,2,1
69,9,3,3,1,3,2,1,1
69,10,1,3,1,2,4,2,4
69,10,2,1,2,1,1,1,5
69,10,3,2,1,3,1,3,3
69,11,1,3,2,2,3,2,2
69,11,2,2,1,3,1,3,2
69,11,3,3,2,1,2,1,1
69,12,1,1,1,1,4,3,3
69,12,2,1,2,1,2,2,5
69,12,3,2,2,2,3,1,5
69,13,1,1,1,3,2,3,1
69,13,2,2,1,2,3,1,1
69,13,3,3,2,1,1,2,2
69,14,1,3,2,3,4,1,4
69,14,2,1,1,1,1,2,4
69,14,3,2,2,2,2,2,4
69,15,1,2,2,3,3,3,1
69,15,2,1,1,1,3,1,3
69,15,3,3,1,2,4,3,1
70,1,1,1,1,3,3,1,3
70,1,2,2,2,2,4,3,5
70,1,3,3,2,3,2,2,4
70,2,1,2,1,1,1,3,2
70,2,2,1,2,2,2,2,3
70,2,3,3,2,2,1,1,1
70,3,1,2,1,3,3,3,5
70,3,2,2,2,1,1,2,3
70,3,3,1,1,1,4,1,4
70,4,1,3,2,1,1,3,1
70,4,2,3,1,2,2,1,2
70,4,3,1,2,3,4,2,1
70,5,1,1,2,3,3,2,5
70,5,2,2,1,1,1,1,5
70,5,3,2,1,2,4,3,3
70,6,1,3,1,2,2,1,2
70,6,2,3,1,3,4,3,4
70,6,3,1,2,1,3,1,4
70,7,1,2,2,3,2,3,3
70,7,2,1,2,2,2,2,2
70,7,3,3,1,1,3,2,1
70,8,1,1,1,3,2,3,5
70,8,2,2,1,2,1,1,4
70,8,3,3,2,1,4,2,5
70,9,1,2,2,2,1,1,3
70,9,2,2,1,3,2,1,1
70,9,3,3,2,1,4,2,2
70,10,1,1,2,1,3,3,4
70,10,2,2,1,1,4,2,5
70,10,3,1,2,2,3,1,5
70,11,1,1,1,1,1,2,4
70,11,2,3,1,2,3,3,2
70,11,3,3,2,3,2,3,2
70,12,1,3,2,3,3,2,5
70,12,2,3,1,3,1,3,3
70,12,3,2,2,2,4,1,4
70,13,1,2,1,1,4,2,1
70,13,2,1,2,2,4,3,2
70,13,3,1,1,3,2,1,3
70,14,1,2,2,3,1,1,2
70,14,2,2,1,2,2,2,4
70,14,3,3,1,1,3,3,4
70,15,1,2,2,1,4,3,1
70,15,2,1,2,2,3,3,1
70,15,3,1,2,3,1,1,3
71,1,1,1,1,2,3,2,5
71,1,2,3,1,3,1,2,5
71,1,3,3,2,2,1,1,3
71,2,1,1,1,3,4,1,2
71,2,2,3,1,1,2,3,4
71,2,3,2,2,1,2,2,3
71,3,1,2,2,1,1,1,1
71,3,2,1,1,3,2,2,3
71,3,3,3,2,2,3,1,2
71,4,1,1,1,1,3,1,5
71,4,2,2,1,2,2,2,5
71,4,3,3,2,3,4,3,5
71,5,1,1,1,2,1,3,1
71,5,2,3,2,3,4,3,2
71,5,3,2,1,3,2,2,1
71,6,1,2,1,2,1,2,2
71,6,2,1,2,1,2,3,4
71,6,3,2,2,1,3,2,2
71,7,1,1,1,2,4,3,3
71,7,2,3,2,3,1,1,1
71,7,3,3,1,1,3,2,1
71,8,1,2,2,3,3,3,4
71,8,2,3,2,2,2,2,3
71,8,3,2,1,1,4,1,5
71,9,1,2,2,3,1,1,4
71,9,2,1,2,1,4,3,2
71,9,3,1,1,1,3,1,3
71,10,1,3,1,2,1,2,3
71,10,2,3,1,2,4,1,1
71,10,3,1,2,2,2,2,1
71,11,1,3,1,3,2,1,5
71,11,2,2,2,1,3,3,4
71,11,3,1,1,3,1,3,5
71,12,1,1,1,1,2,1,2
71,12,2,2,2,2,4,3,4
71,12,3,1,2,3,4,2,3
71,13,1,3,2,1,3,1,4
71,13,2,3,1,2,1,2,2
71,13,3,2,1,3,4,2,2
71,14,1,1,2,3,3,2,4
71,14,2,3,2,3,4,1,3
71,14,3,2,1,2,2,3,5
71,15,1,2,1,1,1,3,4
71,15,2,3,1,1,3,3,3
71,15,3,1,2,2,2,1,5
72,1,1,1,1,3,2,3,1
72,1,2,2,2,2,1,1,1
72,1,3,3,2,3,4,2,2
72,2,1,1,2,2,1,2,4
72,2,2,2,2,1,3,3,5
72,2,3,3,1,3,2,1,3
72,3,1,2,2,3,2,3,1
72,3,2,3,1,1,3,1,1
72,3,3,1,1,2,4,2,3
72,4,1,1,2,2,3,1,2
72,4,2,3,2,1,1,3,3
72,4,3,1,1,1,1,2,2
72,5,1,2,1,3,3,1,5
72,5,2,1,1,2,1,2,5
72,5,3,2,2,1,2,3,4
72,6,1,3,1,1,4,1,2
72,6,2,2,2,2,3,3,3
72,6,3,2,1,3,4,2,4
72,7,1,3,1,1,4,3,1
72,7,2,2,2,3,3,2,1
72,7,3,1,2,2,1,3,1
72,8,1,3,2,1,1,2,5
72,8,2,1,1,3,4,3,3
72,8,3,3,1,2,2,1,4
72,9,1,3,2,1,2,1,2
72,9,2,2,1,3,1,1,4
72,9,3,1,1,2,2,3,2
72,10,1,1,2,2,4,1,5
72,10,2,2,2,3,2,2,4
72,10,3,3,2,1,3,2,5
72,11,1,1,1,1,2,1,3
72,11,2,3,1,2,3,2,2
72,11,3,1,2,2,4,3,1
72,12,1,2,1,2,1,3,5
72,12,2,3,2,1,4,2,3
72,12,3,1,2,3,1,1,4
72,13,1,2,1,3,3,2,3
72,13,2,2,1,1,2,1,1
72,13,3,3,2,3,3,2,2
72,14,1,3,2,1,1,3,5
72,14,2,3,2,3,2,2,4
72,14,3,2,1,2,4,1,3
72,15,1,2,1,3,1,3,4
72,15,2,1,1,1,4,1,5
72,15,3,1,2,2,3,2,4
73,1,1,2,2,1,2,3,1
73,1,2,1,2,2,1,1,2
73,1,3,3,1,3,4,3,1
73,2,1,3,1,3,1,3,5
73,2,2,3,2,2,3,1,3
73,2,3,2,1,1,4,2,5
73,3,1,2,2,2,2,1,2
73,3,2,1,1,3,3,3,2
73,3,3,1,1,1,1,2,3
73,4,1,1,2,3,3,2,1
73,4,2,2,1,1,4,1,1
73,4,3,3,1,2,2,3,2
73,5,1,3,1,2,2,3,3
73,5,2,1,2,1,1,1,4
73,5,3,2,2,2,4,2,5
73,6,1,3,2,3,4,1,3
73,6,2,2,1,1,3,1,1
73,6,3,1,2,3,2,3,1
73,7,1,2,1,3,3,2,2
73,7,2,3,2,1,4,3,1
73,7,3,1,1,2,3,2,3
73,8,1,3,2,1,1,2,4
73,8,2,2,1,2,4,3,4
73,8,3,2,1,3,1,1,2
73,9,1,1,2,3,2,1,5
73,9,2,3,1,2,1,2,4
73,9,3,2,2,1,2,3,3
73,10,1,1,2,3,3,3,5
73,10,2,3,1,1,4,1,4
73,10,3,2,2,2,1,2,3
73,11,1,1,1,2,3,3,2
73,11,2,1,1,1,3,2,4
73,11,3,3,2,3,4,1,2
73,12,1,1,2,2,2,3,1
73,12,2,2,1,3,1,2,1
73,12,3,3,2,1,2,2,2
73,13,1,1,1,2,2,2,5
73,13,2,2,1,1,4,3,5
73,13,3,3,2,3,3,1,5
73,14,1,3,2,2,1,3,1
73,14,2,2,1,3,3,2,3
73,14,3,1,2,1,3,1,2
73,15,1,1,1,1,2,2,4
73,15,2,2,2,2,4,1,5
73,15,3,3,1,3,4,3,5
74,1,1,3,2,3,2,3,3
74,1,2,1,1,1,1,1,2
74,1,3,2,2,2,1,2,1
74,2,1,2,2,1,3,3,3
74,2,2,3,1,3,2,1,1
74,2,3,1,1,2,2,1,1
74,3,1,1,1,2,4,3,4
74,3,2,3,1,3,3,1,4
74,3,3,2,2,2,1,1,2
74,4,1,1,2,3,4,2,1
74,4,2,3,2,1,1,1,3
74,4,3,2,2,1,3,2,2
74,5,1,2,2,2,2,2,4
74,5,2,1,2,1,4,3,4
74,5,3,3,1,1,1,3,5
74,6,1,2,2,3,4,3,2
74,6,2,1,1,2,1,1,3
74,6,3,1,1,3,4,2,1
74,7,1,3,2,3,1,2,5
74,7,2,3,1,2,3,3,4
74,7,3,2,1,1,3,1,5
74,8,1,3,1,2,2,2,3
74,8,2,2,2,3,2,1,2
74,8,3,1,2,1,2,1,4
74,9,1,3,1,2,4,2,4
74,9,2,1,2,2,3,3,5
74,9,3,2,1,1,1,2,3
74,10,1,1,1,3,3,3,2
74,10,2,2,2,3,2,1,3
74,10,3,2,2,1,1,3,1
74,11,1,3,1,1,2,2,2
74,11,2,3,2,1,4,3,3
74,11,3,1,1,3,3,1,1
74,12,1,1,1,2,2,3,5
74,12,2,3,2,3,1,1,5
74,12,3,2,2,2,4,2,5
74,13,1,2,1,3,1,2,1
74,13,2,3,2,2,3,1,1
74,13,3,1,1,1,4,1,3
74,14,1,2,1,1,2,3,2
74,14,2,3,1,2,4,1,4
74,14,3,1,1,3,1,3,2
74,15,1,1,2,1,2,2,2
74,15,2,3,2,2,4,2,3
74,15,3,1,2,3,3,3,4
75,1,1,3,1,2,1,1,4
75,1,2,2,1,3,3,3,5
75,1,3,2,2,3,2,3,4
75,2,1,2,1,2,4,2,1
75,2,2,1,2,3,1,1,3
75,2,3,3,2,1,2,2,1
75,3,1,3,1,1,3,1,1
75,3,2,2,2,2,1,3,2
75,3,3,1,2,2,3,2,3
75,4,1,2,2,1,1,2,5
75,4,2,3,1,3,2,3,5
75,4,3,2,1,1,4,1,3
75,5,1,2,1,2,3,1,5
75,5,2,1,1,1,4,2,5
75,5,3,2,2,3,3,2,4
75,6,1,3,1,1,3,3,1
75,6,2,1,2,3,4,1,2
75,6,3,3,2,2,1,3,1
75,7,1,3,2,2,4,3,3
75,7,2,1,2,1,1,3,4
75,7,3,1,1,3,2,1,4
75,8,1,2,1,3,1,2,2
75,8,2,1,1,1,4,1,2
75,8,3,3,2,2,2,3,4
75,9,1,3,2,3,3,2,1
75,9,2,1,1,1,2,1,3
75,9,3,2,1,2,4,2,2
75,10,1,1,1,2,2,3,3
75,10,2,3,1,3,1,1,5
75,10,3,3,2,1,3,2,5
75,11,1,3,2,3,4,3,2
75,11,2,1,1,2,3,2,2
75,11,3,2,2,1,2,1,1
75,12,1,2,2,2,2,1,4
75,12,2,2,1,2,3,3,5
75,12,3,1,2,3,2,2,5
75,13,1,1,2,3,4,1,3
75,13,2,3,2,3,1,3,2
75,13,3,2,1,1,1,2,1
75,14,1,2,2,2,3,1,2
75,14,2,3,1,1,4,2,4
75,14,3,2,1,1,2,3,3
75,15,1,1,2,1,1,3,3
75,15,2,1,2,3,1,1,1
75,15,3,1,1,2,4,2,1
76,1,1,2,1,3,1,1,4
76,1,2,3,1,2,3,3,4
76,1,3,3,2,1,2,3,5
76,2,1,1,2,1,1,2,5
76,2,2,3,1,2,3,1,4
76,2,3,2,1,3,3,2,3
76,3,1,3,2,2,2,1,1
76,3,2,1,1,1,1,2,2
76,3,3,2,2,3,4,3,1
76,4,1,1,2,1,2,2,4
76,4,2,2,1,3,2,2,3
76,4,3,2,2,2,4,1,5
76,5,1,3,1,2,4,3,4
76,5,2,3,2,1,3,2,2
76,5,3,1,2,2,4,1,3
76,6,1,1,1,3,3,3,2
76,6,2,3,1,3,1,2,1
76,6,3,2,1,1,2,3,1
76,7,1,3,2,3,3,1,5
76,7,2,2,2,2,2,3,5
76,7,3,1,1,1,4,1,5
76,8,1,2,2,3,4,3,2
76,8,2,2,2,1,1,1,1
76,8,3,3,1,2,1,3,3
76,9,1,1,2,3,4,3,4
76,9,2,1,1,3,2,2,4
76,9,3,3,1,1,3,1,5
76,10,1,3,1,2,1,2,1
76,10,2,1,2,1,4,2,3
76,10,3,2,2,2,3,1,2
76,11,1,2,2,2,4,2,4
76,11,2,3,1,1,2,2,2
76,11,3,1,1,3,1,3,3
76,12,1,2,2,1,3,3,4
76,12,2,1,1,2,2,3,5
76,12,3,2,1,3,3,1,3
76,13,1,3,1,2,2,1,4
76,13,2,3,2,3,4,2,5
76,13,3,1,2,1,3,3,3
76,14,1,2,1,1,1,1,2
76,14,2,1,2,2,1,3,1
76,14,3,1,1,2,1,2,1
76,15,1,2,1,1,3,2,4
76,15,2,2,2,3,2,1,5
76,15,3,3,2,3,4,1,5
77,1,1,2,1,2,3,1,3
77,1,2,3,2,1,1,1,1
77,1,3,3,1,3,4,2,2
77,2,1,2,2,2,3,2,3
77,2,2,1,1,3,2,3,1
77,2,3,3,1,1,4,3,2
77,3,1,1,2,3,1,3,4
77,3,2,1,2,2,1,2,5
77,3,3,3,1,3,2,1,5
77,4,1,1,2,1,3,1,2
77,4,2,3,1,3,2,3,2
77,4,3,2,2,1,4,2,1
77,5,1,3,2,3,3,2,3
77,5,2,3,2,2,4,2,2
77,5,3,2,1,1,1,3,4
77,6,1,1,1,1,4,3,3
77,6,2,2,2,2,1,3,4
77,6,3,1,1,2,2,1,5
77,7,1,1,2,3,1,2,2
77,7,2,3,1,1,2,1,1
77,7,3,2,1,2,3,1,1
77,8,1,3,2,1,2,2,4
77,8,2,1,2,2,3,1,4
77,8,3,2,1,3,4,3,5
77,9,1,3,2,1,4,1,2
77,9,2,1,1,3,3,2,1
77,9,3,3,2,2,2,3,3
77,10,1,2,1,3,1,1,3
77,10,2,2,1,1,4,2,1
77,10,3,1,2,2,2,3,1
77,11,1,2,1,3,2,2,3
77,11,2,2,1,2,1,3,5
77,11,3,1,2,1,4,1,4
77,12,1,3,2,3,2,1,1
77,12,2,1,2,1,3,3,2
77,12,3,3,1,2,1,2,2
77,13,1,1,1,1,3,2,5
77,13,2,2,2,3,2,3,4
77,13,3,2,2,2,1,1,3
77,14,1,3,1,1,3,2,5
77,14,2,3,1,3,4,1,5
77,14,3,1,2,2,1,3,3
77,15,1,3,2,3,3,2,3
77,15,2,3,1,2,4,1,4
77,15,3,2,1,1,4,3,2
78,1,1,1,2,2,3,2,1
78,1,2,1,1,1,1,3,2
78,1,3,2,2,1,2,1,1
78,2,1,3,1,3,4,3,4
78,2,2,1,1,2,3,1,3
78,2,3,2,2,3,1,2,5
78,3,1,2,2,1,2,1,5
78,3,2,3,2,2,4,3,3
78,3,3,1,1,3,2,2,4
78,4,1,3,1,1,1,2,1
78,4,2,1,2,2,2,3,1
78,4,3,2,2,3,3,1,2
78,5,1,3,2,2,1,3,3
78,5,2,1,1,3,4,1,4
78,5,3,2,1,2,4,2,2
78,6,1,1,2,1,2,1,2
78,6,2,3,2,3,3,3,1
78,6,3,2,1,2,3,2,3
78,7,1,3,1,1,1,2,4
78,7,2,2,1,1,2,3,2
78,7,3,2,2,3,4,1,4
78,8,1,1,1,1,1,1,4
78,8,2,1,2,2,4,2,5
78,8,3,3,2,3,3,1,5
78,9,1,1,1,2,2,2,5
78,9,2,2,2,1,4,3,3
78,9,3,3,1,3,3,3,3
78,10,1,2,1,3,1,1,1
78,10,2,1,2,2,2,1,2
78,10,3,3,1,1,3,3,1
78,11,1,1,2,3,3,2,3
78,11,2,2,2,1,2,2,1
78,11,3,3,1,2,1,2,2
78,12,1,2,2,3,1,1,4
78,12,2,1,1,2,1,1,5
78,12,3,1,2,1,3,3,5
78,13,1,2,2,3,2,2,5
78,13,2,3,1,1,3,1,4
78,13,3,3,1,2,4,3,4
78,14,1,1,1,2,4,2,1
78,14,2,3,2,1,4,2,1
78,14,3,2,1,3,1,3,2
78,15,1,3,1,2,2,2,2
78,15,2,1,2,3,3,3,2
78,15,3,2,2,1,1,3,3
79,1,1,3,2,2,1,2,4
79,1,2,3,1,3,2,1,3
79,1,3,2,1,1,4,3,5
79,2,1,2,2,2,3,3,5
79,2,2,1,1,1,2,1,4
79,2,3,1,2,3,1,3,3
79,3,1,2,2,3,4,1,2
79,3,2,1,1,2,3,1,1
79,3,3,3,2,3,4,2,2
79,4,1,3,2,2,1,2,3
79,4,2,2,1,1,4,3,1
79,4,3,1,1,1,2,2,3
79,5,1,2,1,3,2,3,4
79,5,2,1,2,2,3,1,5
79,5,3,3,2,1,3,1,5
79,6,1,1,2,3,4,1,1
79,6,2,2,1,1,3,2,3
79,6,3,3,1,2,2,3,2
79,7,1,2,2,1,2,2,2
79,7,2,3,1,2,4,3,2
79,7,3,1,2,3,1,2,1
79,8,1,3,1,3,2,3,5
79,8,2,1,2,1,1,1,4
79,8,3,2,1,2,4,1,5
79,9,1,2,2,1,2,2,5
79,9,2,1,1,3,1,2,4
79,9,3,3,2,2,3,1,4
79,10,1,3,2,3,1,1,1
79,10,2,2,1,2,4,3,1
79,10,3,1,1,1,3,3,2
79,11,1,2,1,2,3,1,1
79,11,2,1,2,1,4,3,3
79,11,3,2,2,3,2,2,3
79,12,1,3,1,1,1,1,2
79,12,2,3,2,2,2,3,4
79,12,3,1,1,3,4,2,3
79,13,1,2,2,1,2,2,4
79,13,2,3,1,3,3,1,3
79,13,3,2,1,3,1,3,5
79,14,1,1,1,2,3,2,5
79,14,2,3,2,2,4,3,4
79,14,3,3,2,1,2,1,5
79,15,1,1,1,1,3,3,3
79,15,2,2,2,3,1,2,2
79,15,3,1,1,2,1,1,1
80,1,1,3,2,1,3,3,1
80,1,2,2,2,3,4,2,1
80,1,3,2,1,2,1,1,2
80,2,1,3,1,2,2,1,3
80,2,2,1,1,3,4,3,1
80,2,3,3,2,2,1,2,2
80,3,1,3,1,1,1,1,5
80,3,2,1,2,1,2,2,5
80,3,3,1,2,3,3,3,4
80,4,1,1,2,2,4,1,3
80,4,2,2,1,1,3,3,4
80,4,3,2,2,2,3,2,2
80,5,1,1,1,3,2,2,3
80,5,2,3,1,1,4,3,5
80,5,3,2,2,2,1,1,3
80,6,1,3,2,1,3,2,4
80,6,2,3,1,3,4,2,4
80,6,3,1,1,3,2,1,2
80,7,1,2,1,2,1,3,1
80,7,2,1,2,1,2,1,3
80,7,3,2,2,2,4,3,1
80,8,1,2,2,2,2,1,5
80,8,2,2,1,3,3,3,5
80,8,3,1,2,1,4,2,4
80,9,1,1,2,3,1,3,1
80,9,2,3,1,1,1,3,2
80,9,3,3,1,3,4,2,2
80,10,1,3,2,2,3,1,3
80,10,2,1,2,3,3,1,1
80,10,3,2,1,1,2,1,2
80,11,1,1,2,1,1,2,4
80,11,2,3,2,2,2,3,4
80,11,3,2,1,2,4,2,5
80,12,1,2,2,3,4,1,2
80,12,2,3,1,1,1,1,3
80,12,3,1,1,3,3,3,1
80,13,1,2,1,3,2,3,4
80,13,2,2,1,2,3,2,4
80,13,3,3,2,1,1,3,5
80,14,1,2,2,2,2,2,3
80,14,2,1,1,1,4,2,5
80,14,3,1,2,2,1,1,5
80,15,1,2,2,1,4,1,1
80,15,2,3,1,3,3,2,1
80,15,3,3,1,2,2,3,3
81,1,1,1,2,1,4,2,2
81,1,2,1,2,3,3,3,2
81,1,3,3,1,3,1,1,3
81,2,1,1,1,2,2,2,1
81,2,2,3,1,2,4,1,3
81,2,3,2,2,3,3,3,1
81,3,1,2,1,2,1,2,4
81,3,2,1,2,3,2,1,4
81,3,3,3,2,1,3,2,5
81,4,1,2,2,2,2,3,2
81,4,2,2,1,1,4,3,4
81,4,3,1,1,3,1,1,2
81,5,1,3,1,3,4,1,3
81,5,2,2,1,1,3,2,4
81,5,3,3,2,1,1,3,5
81,6,1,3,1,3,2,2,5
81,6,2,1,2,1,4,1,3
81,6,3,1,1,2,1,3,4
81,7,1,2,1,2,1,3,1
81,7,2,3,2,3,2,1,1
81,7,3,1,2,1,3,2,2
81,8,1,3,1,2,2,2,4
81,8,2,1,2,2,4,3,5
81,8,3,2,2,3,3,3,5
81,9,1,2,1,1,3,1,3
81,9,2,3,2,1,1,3,1
81,9,3,1,1,3,4,2,2
81,10,1,2,2,2,3,1,2
81,10,2,1,1,3,2,1,1
81,10,3,3,2,2,4,2,2
81,11,1,2,1,1,3,1,3
81,11,2,1,2,3,1,3,3
81,11,3,3,2,1,2,2,5
81,12,1,1,1,1,1,1,4
81,12,2,2,2,3,4,2,3
81,12,3,3,2,3,3,3,5
81,13,1,3,1,1,3,3,1
81,13,2,1,1,2,2,2,1
81,13,3,3,2,2,4,1,2
81,14,1,2,1,1,1,1,3
81,14,2,1,1,2,2,3,5
81,14,3,2,2,3,1,2,4
81,15,1,1,1,1,4,3,5
81,15,2,2,1,3,1,2,5
81,15,3,3,2,2,4,1,4
82,1,1,2,2,1,2,1,2
82,1,2,3,1,2,3,2,1
82,1,3,1,2,3,4,3,1
82,2,1,2,1,3,2,2,4
82,2,2,1,2,1,3,1,2
82,2,3,3,2,2,2,3,2
82,3,1,3,2,3,4,2,3
82,3,2,1,1,2,3,3,3
82,3,3,2,1,1,1,1,1
82,4,1,3,2,3,2,2,5
82,4,2,1,1,1,4,3,4
82,4,3,2,1,2,1,1,5
82,5,1,3,1,3,1,3,2
82,5,2,3,2,1,4,1,1
82,5,3,2,2,2,3,2,3
82,6,1,2,2,3,1,1,2
82,6,2,1,1,2,2,2,1
82,6,3,1,2,1,3,3,2
82,7,1,3,1,3,4,1,4
82,7,2,2,1,2,2,3,4
82,7,3,1,2,1,1,2,3
82,8,1,2,2,2,3,1,4
82,8,2,3,2,3,1,3,4
82,8,3,1,1,3,3,1,5
82,9,1,3,1,1,2,2,1
82,9,2,2,2,1,4,2,3
82,9,3,2,1,3,4,3,2
82,10,1,1,1,2,2,1,5
82,10,2,1,2,2,4,1,5
82,10,3,2,2,1,2,3,4
82,11,1,3,2,2,1,2,2
82,11,2,2,1,1,3,1,3
82,11,3,1,1,3,3,2,4
82,12,1,3,1,1,3,1,1
82,12,2,2,1,2,1,2,2
82,12,3,1,2,3,2,3,1
82,13,1,3,2,2,4,3,3
82,13,2,3,1,1,2,2,5
82,13,3,2,2,3,1,3,3
82,14,1,1,2,2,4,1,5
82,14,2,3,1,3,3,3,3
82,14,3,1,2,1,1,1,4
82,15,1,1,2,2,2,3,2
82,15,2,3,2,3,1,2,1
82,15,3,2,1,1,4,1,2
83,1,1,2,1,1,2,3,3
83,1,2,1,1,2,3,2,5
83,1,3,2,1,3,4,2,5
83,2,1,3,2,1,3,1,1
83,2,2,2,2,3,2,3,1
83,2,3,3,1,2,3,1,2
83,3,1,3,1,3,2,2,2
83,3,2,1,1,1,3,3,4
83,3,3,1,2,2,1,2,4
83,4,1,3,2,3,1,1,5
83,4,2,2,2,2,2,2,3
83,4,3,1,1,1,1,3,5
83,5,1,2,2,3,3,2,3
83,5,2,2,1,1,4,3,1
83,5,3,1,1,2,2,1,1
83,6,1,3,2,2,4,3,4
83,6,2,3,1,3,1,1,4
83,6,3,1,1,1,4,2,5
83,7,1,3,2,2,1,3,3
83,7,2,1,1,3,4,2,5
83,7,3,2,2,3,3,1,4
83,8,1,1,2,1,1,2,2
83,8,2,2,2,1,4,1,1
83,8,3,3,1,2,3,3,1
83,9,1,3,1,1,2,3,2
83,9,2,2,2,3,2,2,1
83,9,3,1,2,2,4,3,2
83,10,1,2,1,2,3,1,5
83,10,2,1,2,3,2,1,3
83,10,3,1,2,1,1,2,5
83,11,1,1,2,1,2,3,3
83,11,2,3,1,3,4,1,4
83,11,3,2,1,2,3,2,2
83,12,1,2,1,1,2,2,4
83,12,2,3,1,2,1,1,4
83,12,3,3,2,3,3,3,5
83,13,1,3,2,3,3,2,3
83,13,2,1,1,2,4,3,1
83,13,3,2,2,1,1,1,2
83,14,1,3,2,2,3,2,3
83,14,2,1,1,3,1,1,1
83,14,3,2,1,3,2,3,2
83,15,1,2,2,2,4,2,4
83,15,2,2,1,2,1,3,5
83,15,3,3,1,1,2,1,3
84,1,1,3,2,1,2,2,1
84,1,2,1,1,3,4,3,1
84,1,3,2,2,1,3,1,2
84,2,1,1,1,3,1,2,4
84,2,2,3,2,1,4,3,5
84,2,3,1,2,3,2,1,4
84,3,1,2,2,1,1,2,1
84,3,2,3,1,2,1,1,2
84,3,3,1,1,2,3,3,3
84,4,1,1,1,3,4,2,3
84,4,2,1,2,2,4,1,5
84,4,3,3,1,1,3,3,4
84,5,1,1,2,1,2,1,3
84,5,2,2,2,3,3,2,4
