"Version (0 = Fixed Task)","Task","Concept","Att 1 - Panel Efficiency","Att 2 - Panel Visibility","Att 3 - Inverter Type","Att 4 - Failure in First Five Years","Att 5 - Environmental Benefits","Att 6 - Savings in 25 Years"
221,15,3,3,1,1,4,1,5
222,1,1,3,2,2,2,2,2
222,1,2,2,2,3,1,1,4
222,1,3,2,1,1,2,3,4
222,2,1,1,2,3,3,2,5
222,2,2,1,1,1,4,2,3
222,2,3,3,1,2,1,3,4
222,3,1,2,1,2,3,3,1
222,3,2,3,2,3,4,1,2
222,3,3,3,2,1,1,1,1
222,4,1,2,1,3,3,1,5
222,4,2,3,2,1,4,2,4
222,4,3,1,2,2,2,3,5
222,5,1,2,2,1,2,2,1
222,5,2,1,1,2,1,3,3
222,5,3,1,1,3,2,1,2
222,6,1,2,2,1,3,2,3
222,6,2,1,1,3,1,3,1
222,6,3,3,1,2,2,1,2
222,7,1,3,1,2,4,2,4
222,7,2,2,2,1,3,1,4
222,7,3,1,2,1,1,3,5
222,8,1,2,2,3,4,1,1
222,8,2,1,1,2,3,3,3
222,8,3,3,1,3,1,2,2
222,9,1,1,2,2,4,2,4
222,9,2,3,1,3,2,3,5
222,9,3,2,2,1,3,1,3
222,10,1,1,1,2,2,1,2
222,10,2,1,2,3,4,3,3
222,10,3,2,1,1,3,3,1
222,11,1,3,1,3,2,2,5
222,11,2,2,2,2,3,3,4
222,11,3,1,1,1,1,1,5
222,12,1,3,2,3,4,2,5
222,12,2,3,1,2,3,2,3
222,12,3,1,2,1,1,2,4
222,13,1,3,2,2,2,1,2
222,13,2,2,1,3,3,3,3
222,13,3,2,2,1,4,1,1
222,14,1,1,2,2,2,2,1
222,14,2,2,2,3,1,3,2
222,14,3,1,1,1,4,3,2
222,15,1,3,2,3,1,2,1
222,15,2,1,1,2,4,1,2
222,15,3,2,1,1,2,1,1
223,1,1,2,2,3,1,3,4
223,1,2,1,1,2,1,1,4
223,1,3,3,1,1,3,2,5
223,2,1,3,2,1,1,3,5
223,2,2,2,1,3,2,1,4
223,2,3,3,1,2,3,2,3
223,3,1,2,2,3,3,1,2
223,3,2,3,2,1,4,3,3
223,3,3,1,1,2,4,2,4
223,4,1,3,2,3,2,2,1
223,4,2,1,2,1,1,1,2
223,4,3,2,1,2,4,1,3
223,5,1,2,1,2,4,3,5
223,5,2,1,2,1,3,2,5
223,5,3,2,1,1,2,3,3
223,6,1,3,2,2,3,2,1
223,6,2,2,1,3,1,2,2
223,6,3,3,1,3,2,1,3
223,7,1,1,1,1,2,3,2
223,7,2,1,2,3,4,1,4
223,7,3,3,2,2,1,3,2
223,8,1,2,1,3,3,2,3
223,8,2,1,2,2,2,1,5
223,8,3,3,1,1,1,3,4
223,9,1,2,2,2,2,3,1
223,9,2,1,1,3,4,2,3
223,9,3,3,2,1,3,1,1
223,10,1,2,1,2,3,1,5
223,10,2,1,2,3,2,3,4
223,10,3,3,1,1,4,2,4
223,11,1,3,1,2,1,3,2
223,11,2,2,2,1,4,2,1
223,11,3,1,2,3,3,1,1
223,12,1,1,1,3,1,2,5
223,12,2,2,2,1,4,3,5
223,12,3,3,2,2,1,1,3
223,13,1,2,2,2,2,2,4
223,13,2,1,1,3,4,1,3
223,13,3,3,2,1,3,3,5
223,14,1,2,1,1,1,2,2
223,14,2,3,1,2,3,2,2
223,14,3,1,1,3,2,3,1
223,15,1,2,2,3,2,1,1
223,15,2,3,1,3,3,1,3
223,15,3,2,2,1,4,3,2
224,1,1,1,1,2,1,1,4
224,1,2,2,2,2,3,2,5
224,1,3,1,2,3,2,3,3
224,2,1,3,2,1,1,1,5
224,2,2,2,1,2,3,3,4
224,2,3,3,1,3,4,2,5
224,3,1,1,2,2,2,3,1
224,3,2,2,1,1,4,2,1
224,3,3,1,2,1,3,1,2
224,4,1,2,1,1,2,1,5
224,4,2,3,1,3,1,3,4
224,4,3,3,2,2,4,3,3
224,5,1,3,1,1,1,1,1
224,5,2,1,1,3,2,2,2
224,5,3,1,2,1,3,2,3
224,6,1,3,2,2,4,2,4
224,6,2,1,2,2,1,1,2
224,6,3,2,1,3,1,1,4
224,7,1,3,2,1,4,1,2
224,7,2,1,1,2,3,3,4
224,7,3,2,2,3,1,2,3
224,8,1,2,1,2,2,2,3
224,8,2,3,1,1,2,3,1
224,8,3,1,2,3,3,2,2
224,9,1,2,2,2,1,3,5
224,9,2,1,1,3,4,3,5
224,9,3,3,2,1,3,1,5
224,10,1,2,2,3,4,3,1
224,10,2,1,2,2,2,2,1
224,10,3,1,1,1,2,1,2
224,11,1,1,1,1,3,2,5
224,11,2,2,2,3,1,3,3
224,11,3,3,1,2,3,1,4
224,12,1,2,2,1,2,2,2
224,12,2,3,1,2,4,1,1
224,12,3,3,2,3,1,3,1
224,13,1,2,2,2,1,3,5
224,13,2,2,1,1,3,2,4
224,13,3,1,1,3,4,1,4
224,14,1,2,1,3,2,1,5
224,14,2,3,2,1,4,2,3
224,14,3,3,1,2,3,3,4
224,15,1,1,1,3,3,3,1
224,15,2,3,1,2,4,1,2
224,15,3,1,2,1,1,2,2
225,1,1,3,2,1,2,1,3
225,1,2,2,1,2,4,3,3
225,1,3,1,2,3,1,2,4
225,2,1,2,1,2,1,1,5
225,2,2,2,2,1,2,3,4
225,2,3,1,2,1,4,2,3
225,3,1,1,1,2,3,1,1
225,3,2,2,2,3,1,2,3
225,3,3,3,2,3,2,3,2
225,4,1,2,1,3,2,2,5
225,4,2,3,1,1,4,3,5
225,4,3,1,2,2,3,1,4
225,5,1,3,1,2,3,2,2
225,5,2,2,1,1,1,1,1
225,5,3,3,2,3,2,3,2
225,6,1,1,2,3,4,1,1
225,6,2,2,2,2,3,3,3
225,6,3,3,1,1,2,2,1
225,7,1,1,2,2,2,3,5
225,7,2,1,1,3,1,2,4
225,7,3,3,2,2,4,1,3
225,8,1,1,2,1,1,2,2
225,8,2,3,1,3,3,1,4
225,8,3,2,1,1,4,3,2
225,9,1,1,1,3,2,3,1
225,9,2,2,2,1,4,1,1
225,9,3,3,2,2,1,2,3
225,10,1,3,1,1,1,2,5
225,10,2,3,2,3,3,3,4
225,10,3,1,1,2,4,1,5
225,11,1,2,2,3,3,2,4
225,11,2,2,1,1,4,3,3
225,11,3,2,2,2,2,2,5
225,12,1,1,1,1,3,3,5
225,12,2,1,2,2,1,1,5
225,12,3,2,1,1,2,2,4
225,13,1,2,2,3,1,1,2
225,13,2,3,1,3,2,1,3
225,13,3,2,1,1,3,3,1
225,14,1,1,1,1,1,3,4
225,14,2,1,1,2,4,2,3
225,14,3,3,2,2,2,2,2
225,15,1,3,2,3,4,3,1
225,15,2,1,2,3,2,1,3
225,15,3,2,1,2,1,2,1
226,1,1,2,2,2,3,2,2
226,1,2,3,1,3,3,1,1
226,1,3,3,2,1,1,3,2
226,2,1,1,2,1,4,3,4
226,2,2,1,1,1,3,2,3
226,2,3,3,2,3,2,1,5
226,3,1,1,2,1,3,3,4
226,3,2,2,1,3,4,1,5
226,3,3,3,1,2,3,1,4
226,4,1,2,2,2,1,1,1
226,4,2,3,1,3,4,3,2
226,4,3,1,1,2,4,2,2
226,5,1,3,2,3,1,2,3
226,5,2,2,2,2,2,3,5
226,5,3,1,1,1,2,1,4
226,6,1,2,1,3,3,3,2
226,6,2,3,1,2,2,3,1
226,6,3,3,2,1,3,1,3
226,7,1,2,1,1,4,1,2
226,7,2,1,2,2,2,2,1
226,7,3,3,1,3,1,3,3
226,8,1,3,1,2,1,2,1
226,8,2,1,2,3,4,2,1
226,8,3,2,2,1,3,1,3
226,9,1,1,2,2,1,1,5
226,9,2,3,2,2,4,3,4
226,9,3,2,1,3,3,2,4
226,10,1,2,2,3,1,1,3
226,10,2,1,1,1,2,3,2
226,10,3,2,2,3,4,2,2
226,11,1,1,1,2,2,2,1
226,11,2,3,1,1,1,1,2
226,11,3,1,2,1,3,3,3
226,12,1,2,1,2,3,3,5
226,12,2,3,2,3,4,1,5
226,12,3,1,1,1,2,2,4
226,13,1,3,1,3,4,3,5
226,13,2,3,2,1,2,2,5
226,13,3,2,1,2,1,1,4
226,14,1,1,2,3,2,1,4
226,14,2,1,2,2,1,3,2
226,14,3,2,1,1,2,3,3
226,15,1,2,1,1,3,2,1
226,15,2,3,2,2,1,2,1
226,15,3,1,2,3,3,1,1
227,1,1,3,1,3,4,2,3
227,1,2,2,2,3,4,1,4
227,1,3,1,1,2,1,1,5
227,2,1,2,2,1,2,2,5
227,2,2,3,2,1,3,1,5
227,2,3,1,1,3,4,3,4
227,3,1,2,2,2,3,2,2
227,3,2,1,2,1,4,2,3
227,3,3,3,1,2,2,3,2
227,4,1,3,1,1,1,3,5
227,4,2,3,2,2,1,3,4
227,4,3,2,1,3,3,1,3
227,5,1,2,2,3,4,2,4
227,5,2,1,1,2,2,1,3
227,5,3,1,2,1,1,3,2
227,6,1,2,2,2,2,1,3
227,6,2,3,2,1,3,2,1
227,6,3,1,1,3,1,3,1
227,7,1,1,1,2,3,2,1
227,7,2,2,1,3,4,1,2
227,7,3,3,2,1,2,1,2
227,8,1,3,2,3,4,3,5
227,8,2,3,1,2,2,2,4
227,8,3,1,1,1,3,1,5
227,9,1,2,1,3,4,3,1
227,9,2,2,2,2,1,1,3
227,9,3,1,2,3,3,2,2
227,10,1,3,1,1,1,2,3
227,10,2,2,2,3,2,1,4
227,10,3,1,2,1,4,3,5
227,11,1,2,1,1,2,3,2
227,11,2,2,2,1,1,2,1
227,11,3,1,1,2,3,3,1
227,12,1,3,2,3,3,2,5
227,12,2,1,1,2,1,1,4
227,12,3,2,2,2,4,3,5
227,13,1,3,1,1,1,1,1
227,13,2,2,1,2,4,2,3
227,13,3,1,1,3,2,3,2
227,14,1,1,2,3,4,2,4
227,14,2,3,2,1,2,3,4
227,14,3,3,1,2,3,1,2
227,15,1,3,1,2,4,2,2
227,15,2,1,1,1,2,2,4
227,15,3,2,2,3,3,3,3
228,1,1,2,1,3,2,2,5
228,1,2,1,2,1,3,1,3
228,1,3,2,1,2,1,1,5
228,2,1,3,1,3,1,3,1
228,2,2,3,2,2,1,3,1
228,2,3,1,2,2,4,1,3
228,3,1,1,2,2,2,2,5
228,3,2,3,1,3,2,1,5
228,3,3,2,2,1,3,3,4
228,4,1,2,1,1,3,3,1
228,4,2,1,2,3,1,2,2
228,4,3,3,2,3,4,1,2
228,5,1,2,1,2,4,2,2
228,5,2,1,1,1,1,1,3
228,5,3,3,2,1,3,1,4
228,6,1,2,1,1,1,3,1
228,6,2,1,2,3,4,3,1
228,6,3,3,1,2,2,3,3
228,7,1,3,2,1,2,2,5
228,7,2,1,1,3,4,1,5
228,7,3,2,1,2,4,2,4
228,8,1,3,1,3,3,2,3
228,8,2,2,2,1,2,1,1
228,8,3,1,2,2,3,3,2
228,9,1,2,1,3,2,2,3
228,9,2,2,2,3,3,1,2
228,9,3,3,2,2,1,3,4
228,10,1,1,1,1,1,1,3
228,10,2,3,2,1,4,1,1
228,10,3,3,1,2,1,2,2
228,11,1,1,1,2,3,2,5
228,11,2,2,2,2,4,3,3
228,11,3,1,2,3,2,3,4
228,12,1,3,2,1,2,2,1
228,12,2,1,1,1,3,3,3
228,12,3,2,1,3,1,1,2
228,13,1,3,1,3,2,2,4
228,13,2,2,2,2,1,3,5
228,13,3,1,1,1,4,1,5
228,14,1,2,2,2,3,1,1
228,14,2,3,2,1,4,2,1
228,14,3,1,2,3,2,3,3
228,15,1,1,1,3,2,2,4
228,15,2,2,2,2,3,3,2
228,15,3,3,1,1,4,1,4
229,1,1,2,1,1,1,3,4
229,1,2,2,1,3,1,2,5
229,1,3,1,2,2,4,1,5
229,2,1,3,1,1,3,3,2
229,2,2,1,2,3,2,1,2
229,2,3,3,2,2,3,1,1
229,3,1,1,2,3,3,2,4
229,3,2,2,1,2,4,1,5
229,3,3,3,2,1,1,2,4
229,4,1,1,1,2,3,2,2
229,4,2,3,1,3,1,3,3
229,4,3,2,2,1,4,2,3
229,5,1,2,2,1,2,3,1
229,5,2,3,1,3,4,3,2
229,5,3,1,1,2,4,1,1
229,6,1,1,1,2,4,3,5
229,6,2,2,2,3,1,2,5
229,6,3,1,2,1,2,1,3
229,7,1,2,1,1,3,2,4
229,7,2,3,1,2,2,1,4
229,7,3,3,2,3,3,2,5
229,8,1,3,2,2,3,2,3
229,8,2,1,1,3,2,3,1
229,8,3,2,2,1,1,1,1
229,9,1,1,2,2,1,3,3
229,9,2,2,1,3,2,1,3
229,9,3,3,2,3,4,3,1
229,10,1,1,2,1,4,3,4
229,10,2,2,1,1,1,2,2
229,10,3,3,1,2,3,3,4
229,11,1,2,2,2,3,3,3
229,11,2,1,1,1,1,2,4
229,11,3,3,2,3,2,1,5
229,12,1,3,1,2,4,1,2
229,12,2,2,2,3,2,1,2
229,12,3,1,1,3,3,3,1
229,13,1,1,2,1,4,2,5
229,13,2,1,1,1,1,1,5
229,13,3,2,2,2,2,2,4
229,14,1,3,1,3,2,1,3
229,14,2,3,2,2,4,2,2
229,14,3,1,1,2,1,2,1
229,15,1,3,2,1,1,3,3
229,15,2,2,1,1,4,1,1
229,15,3,2,2,1,3,3,2
230,1,1,2,1,3,4,2,5
230,1,2,3,2,3,3,3,5
230,1,3,1,2,3,1,1,4
230,2,1,2,1,2,2,1,2
230,2,2,1,2,1,4,2,2
230,2,3,2,1,2,2,3,1
230,3,1,1,2,2,3,1,4
230,3,2,3,1,1,3,2,5
230,3,3,3,2,3,1,3,4
230,4,1,1,1,1,2,3,3
230,4,2,3,2,2,2,1,2
230,4,3,2,1,3,1,2,2
230,5,1,3,1,1,4,3,1
230,5,2,1,1,2,2,2,3
230,5,3,2,2,3,1,1,1
230,6,1,3,2,3,4,2,3
230,6,2,1,1,1,3,3,5
230,6,3,2,2,2,1,1,4
230,7,1,2,1,1,3,2,3
230,7,2,1,2,2,2,3,5
230,7,3,1,1,3,3,1,5
230,8,1,3,1,2,2,2,1
230,8,2,3,1,3,4,2,1
230,8,3,2,2,1,1,3,2
230,9,1,1,1,1,1,3,4
230,9,2,1,2,3,1,1,4
230,9,3,2,2,2,4,2,5
230,10,1,2,1,3,1,3,5
230,10,2,3,2,1,3,1,3
230,10,3,3,1,2,2,1,4
230,11,1,1,1,3,4,2,3
230,11,2,2,1,2,2,3,1
230,11,3,1,2,1,3,1,2
230,12,1,2,2,1,4,2,1
230,12,2,1,2,2,4,3,2
230,12,3,3,1,3,3,1,2
230,13,1,2,2,2,1,3,3
230,13,2,2,2,3,3,2,1
230,13,3,3,1,1,2,3,3
230,14,1,1,1,2,4,1,4
230,14,2,3,2,3,1,3,5
230,14,3,1,2,1,2,2,5
230,15,1,2,1,1,3,1,4
230,15,2,3,2,2,1,2,3
230,15,3,3,1,3,3,1,3
231,1,1,2,1,1,2,1,2
231,1,2,1,2,3,2,2,1
231,1,3,3,1,2,4,3,2
231,2,1,1,1,1,4,2,5
231,2,2,3,2,1,3,1,4
231,2,3,2,2,3,2,3,5
231,3,1,3,2,2,1,2,1
231,3,2,1,1,3,1,1,3
231,3,3,2,2,2,4,3,2
231,4,1,2,1,3,3,2,4
231,4,2,1,2,2,2,1,5
231,4,3,3,1,2,4,3,4
231,5,1,2,1,1,1,2,1
231,5,2,1,2,1,3,2,2
231,5,3,3,1,3,1,1,3
231,6,1,3,2,1,2,3,1
231,6,2,1,1,3,3,3,1
231,6,3,3,2,1,4,1,2
231,7,1,1,2,2,4,1,3
231,7,2,1,2,3,2,2,4
231,7,3,2,1,2,3,3,5
231,8,1,2,1,1,1,3,4
231,8,2,2,2,2,4,2,3
231,8,3,3,2,3,3,1,5
231,9,1,2,1,2,2,1,5
231,9,2,1,1,1,1,2,3
231,9,3,3,1,3,4,3,4
231,10,1,3,2,2,1,1,1
231,10,2,1,2,3,3,3,2
231,10,3,2,1,1,4,2,2
231,11,1,2,2,3,2,1,1
231,11,2,1,2,1,3,3,2
231,11,3,1,1,2,1,2,1
231,12,1,1,1,2,3,2,3
231,12,2,3,2,1,2,2,5
231,12,3,2,1,3,1,3,4
231,13,1,3,2,3,3,3,3
231,13,2,1,1,2,2,2,2
231,13,3,2,2,1,4,1,4
231,14,1,3,2,1,1,3,2
231,14,2,2,2,3,4,1,2
231,14,3,3,1,2,2,1,1
231,15,1,2,1,1,4,3,5
231,15,2,3,1,2,1,1,3
231,15,3,2,1,3,3,2,4
232,1,1,1,2,3,1,3,1
232,1,2,3,2,2,2,2,3
232,1,3,3,1,1,3,1,1
232,2,1,3,2,3,3,2,5
232,2,2,1,2,1,2,1,4
232,2,3,1,1,2,4,3,5
232,3,1,2,1,3,1,1,2
232,3,2,1,1,1,4,3,3
232,3,3,2,2,1,2,2,4
232,4,1,2,2,2,2,1,1
232,4,2,3,1,3,2,3,2
232,4,3,1,2,2,1,2,1
232,5,1,3,1,3,4,2,3
232,5,2,2,1,2,3,1,5
232,5,3,1,2,1,4,1,4
232,6,1,2,2,1,2,3,5
232,6,2,3,1,3,3,2,3
232,6,3,1,2,2,1,1,5
232,7,1,3,1,1,1,2,5
232,7,2,2,2,2,3,3,3
232,7,3,2,1,3,2,3,4
232,8,1,3,2,1,4,2,2
232,8,2,2,1,3,1,1,2
232,8,3,1,1,2,3,3,1
232,9,1,1,1,3,1,2,1
232,9,2,2,2,1,4,1,2
232,9,3,1,2,3,4,3,3
232,10,1,2,2,2,3,2,3
232,10,2,3,2,1,2,3,4
232,10,3,3,1,2,4,1,4
232,11,1,3,2,1,1,1,5
232,11,2,3,1,3,2,3,5
232,11,3,1,1,2,3,2,4
232,12,1,2,1,1,3,1,1
232,12,2,1,2,2,4,2,1
232,12,3,3,1,3,2,3,2
232,13,1,2,1,2,4,3,4
232,13,2,1,2,3,1,2,2
232,13,3,1,1,1,4,1,3
232,14,1,3,2,2,3,2,4
232,14,2,1,2,3,3,1,5
232,14,3,2,2,2,1,3,5
232,15,1,3,1,1,3,3,2
232,15,2,2,1,2,2,2,2
232,15,3,1,1,3,2,1,1
233,1,1,1,2,3,1,1,2
233,1,2,2,2,1,1,3,3
233,1,3,3,2,1,4,1,1
233,2,1,1,1,1,2,3,5
233,2,2,2,2,3,1,2,4
233,2,3,3,1,2,1,2,4
233,3,1,2,1,3,4,2,1
233,3,2,3,2,2,3,3,1
233,3,3,2,2,1,2,1,3
233,4,1,1,1,3,3,3,5
233,4,2,3,2,3,2,2,3
233,4,3,2,1,1,4,1,4
233,5,1,1,2,2,1,3,1
233,5,2,1,1,1,4,2,2
233,5,3,3,1,2,4,1,1
233,6,1,2,1,1,3,2,4
233,6,2,3,1,2,1,3,2
233,6,3,1,2,3,2,1,3
233,7,1,2,2,3,3,1,5
233,7,2,3,2,2,4,2,3
233,7,3,1,2,1,2,3,5
233,8,1,2,2,2,3,1,2
233,8,2,1,2,3,2,2,1
233,8,3,3,1,1,1,3,1
233,9,1,2,1,1,2,2,3
233,9,2,3,1,3,1,1,5
233,9,3,1,2,2,1,3,4
233,10,1,1,1,2,3,1,5
233,10,2,3,2,1,4,3,4
233,10,3,2,1,3,4,1,3
233,11,1,2,1,1,2,2,1
233,11,2,1,2,1,3,3,2
233,11,3,1,1,3,4,2,2
233,12,1,3,1,2,1,2,4
233,12,2,2,2,3,1,3,5
233,12,3,3,2,2,2,3,3
233,13,1,2,2,2,4,3,4
233,13,2,2,2,3,3,2,4
233,13,3,1,1,1,2,1,2
233,14,1,1,1,1,1,1,3
233,14,2,2,2,2,4,2,5
233,14,3,3,1,3,3,3,5
233,15,1,3,1,1,3,1,1
233,15,2,1,1,2,4,2,1
233,15,3,2,2,3,2,1,2
234,1,1,1,1,3,4,1,3
234,1,2,3,2,1,2,2,1
234,1,3,3,2,2,3,3,2
234,2,1,3,2,1,1,1,5
234,2,2,2,1,2,1,3,3
234,2,3,1,1,3,3,1,4
234,3,1,2,1,1,2,3,2
234,3,2,1,2,2,3,1,3
234,3,3,3,2,3,2,2,1
234,4,1,3,1,1,4,3,4
234,4,2,2,1,3,4,3,5
234,4,3,2,2,2,1,2,4
234,5,1,1,2,1,1,2,2
234,5,2,1,1,2,4,1,1
234,5,3,3,2,3,3,2,1
234,6,1,2,2,2,3,1,3
234,6,2,1,1,3,2,2,5
234,6,3,3,1,1,1,3,5
234,7,1,2,1,1,1,1,3
234,7,2,3,2,2,2,2,2
234,7,3,1,2,3,3,3,1
234,8,1,2,1,2,2,3,4
234,8,2,3,1,3,4,2,2
234,8,3,1,2,3,4,1,4
234,9,1,3,1,2,3,3,4
234,9,2,2,2,1,2,2,5
234,9,3,1,2,1,1,1,3
234,10,1,3,1,2,3,1,2
234,10,2,1,2,3,4,3,1
234,10,3,2,1,3,2,3,2
234,11,1,1,1,1,2,2,5
234,11,2,2,2,3,4,3,3
234,11,3,3,2,2,2,1,4
234,12,1,2,1,1,3,2,2
234,12,2,3,1,2,1,1,3
234,12,3,1,2,3,1,2,1
234,13,1,2,2,3,1,3,1
234,13,2,1,1,1,3,2,2
234,13,3,3,2,1,4,1,1
234,14,1,3,2,1,1,1,4
234,14,2,1,2,2,2,3,5
234,14,3,2,1,1,4,1,5
234,15,1,2,2,1,3,2,4
234,15,2,3,2,3,2,3,3
234,15,3,1,1,2,1,2,2
235,1,1,1,1,2,4,3,5
235,1,2,3,1,3,3,1,3
235,1,3,2,1,2,3,2,5
235,2,1,2,2,3,4,1,4
235,2,2,1,2,1,1,3,4
235,2,3,3,2,2,4,2,3
235,3,1,2,2,1,4,3,1
235,3,2,3,1,2,2,2,2
235,3,3,2,1,1,3,1,1
235,4,1,3,1,3,2,2,5
235,4,2,1,1,3,1,1,4
235,4,3,1,2,2,3,3,3
235,5,1,3,2,1,4,1,5
235,5,2,2,1,2,3,1,5
235,5,3,1,1,3,1,3,4
235,6,1,2,1,1,2,2,1
235,6,2,3,2,3,1,2,2
235,6,3,1,2,1,3,3,3
235,7,1,1,1,2,2,1,1
235,7,2,2,2,2,1,2,2
235,7,3,2,1,3,4,2,2
235,8,1,2,2,2,2,1,4
235,8,2,3,1,3,1,2,3
235,8,3,1,2,1,2,3,4
235,9,1,3,1,1,1,3,5
235,9,2,3,2,3,3,2,5
235,9,3,3,1,3,4,3,3
235,10,1,2,1,1,4,1,1
235,10,2,1,1,2,2,3,2
235,10,3,1,2,3,3,1,1
235,11,1,1,2,3,4,2,4
235,11,2,2,2,1,3,3,3
235,11,3,1,2,2,1,1,5
235,12,1,3,1,2,2,1,1
235,12,2,2,2,3,4,3,2
235,12,3,1,1,1,3,3,2
235,13,1,2,1,3,1,1,3
235,13,2,3,1,1,1,2,3
235,13,3,3,2,2,4,2,1
235,14,1,2,1,2,3,2,5
235,14,2,1,1,2,1,3,4
235,14,3,3,2,1,2,1,5
235,15,1,1,2,1,2,2,2
235,15,2,2,2,3,3,1,2
235,15,3,3,1,2,4,3,3
236,1,1,3,1,1,4,3,4
236,1,2,1,2,2,1,2,2
236,1,3,2,2,3,2,1,4
236,2,1,2,2,2,3,3,1
236,2,2,3,2,1,4,1,2
236,2,3,1,1,3,2,1,1
236,3,1,2,2,2,3,2,5
236,3,2,1,1,1,1,2,3
236,3,3,3,1,3,4,3,5
236,4,1,2,2,1,2,1,3
236,4,2,1,2,3,1,3,5
236,4,3,3,1,3,2,2,4
236,5,1,3,2,2,3,1,2
236,5,2,2,2,2,2,3,1
236,5,3,1,1,1,1,2,3
236,6,1,1,1,1,2,3,3
236,6,2,2,1,3,3,1,4
236,6,3,3,1,2,3,2,4
236,7,1,3,2,1,1,2,1
236,7,2,1,2,3,4,3,1
236,7,3,2,1,1,3,1,1
236,8,1,3,1,3,1,2,5
236,8,2,1,2,2,4,1,5
236,8,3,2,1,2,1,3,4
236,9,1,1,1,2,2,1,2
236,9,2,1,2,1,3,2,4
236,9,3,3,2,3,4,3,2
236,10,1,2,2,3,2,3,3
236,10,2,1,2,1,4,2,5
236,10,3,2,1,2,1,2,5
236,11,1,2,2,2,1,1,2
236,11,2,2,1,1,4,3,3
236,11,3,3,1,3,3,1,1
236,12,1,1,1,2,3,2,2
236,12,2,2,1,1,4,3,1
236,12,3,3,2,3,2,2,1
236,13,1,3,2,2,2,3,3
236,13,2,3,2,3,4,1,4
236,13,3,1,1,1,1,1,4
236,14,1,1,1,2,2,1,1
236,14,2,2,2,1,3,2,3
236,14,3,3,2,2,1,1,2
236,15,1,2,2,2,4,2,3
236,15,2,1,1,1,3,3,2
236,15,3,3,1,3,2,3,4
237,1,1,2,1,3,2,2,5
237,1,2,1,2,3,4,1,3
237,1,3,3,2,1,1,1,5
237,2,1,3,2,2,3,3,4
237,2,2,2,1,3,1,2,5
237,2,3,1,1,1,3,1,4
237,3,1,1,1,3,3,3,1
237,3,2,2,2,1,1,3,1
237,3,3,3,1,1,2,3,2
237,4,1,2,1,2,4,2,5
237,4,2,3,2,3,2,3,5
237,4,3,1,2,3,4,2,3
237,5,1,2,1,2,2,1,3
237,5,2,2,2,1,4,2,4
237,5,3,3,1,2,1,1,4
237,6,1,3,1,3,4,3,2
237,6,2,1,2,1,3,2,2
237,6,3,1,2,2,3,1,1
237,7,1,1,2,2,2,3,1
237,7,2,3,1,1,1,1,2
237,7,3,2,2,3,4,2,3
237,8,1,2,2,1,1,3,4
237,8,2,1,1,2,1,1,5
237,8,3,3,2,3,3,2,5
237,9,1,3,2,2,4,3,2
237,9,2,2,1,3,3,1,2
237,9,3,1,1,1,2,2,4
237,10,1,1,2,3,3,1,3
237,10,2,3,2,1,2,2,5
237,10,3,2,1,2,4,3,5
237,11,1,3,1,1,1,1,1
237,11,2,1,1,2,2,3,3
237,11,3,2,2,3,1,1,1
237,12,1,1,1,3,4,3,1
237,12,2,2,2,2,1,2,3
237,12,3,3,1,1,2,2,1
237,13,1,3,2,1,3,1,5
237,13,2,2,1,3,1,3,4
237,13,3,3,1,2,4,2,4
237,14,1,2,2,1,3,3,2
237,14,2,1,2,1,2,1,2
237,14,3,1,1,3,2,2,3
237,15,1,2,2,3,2,1,4
237,15,2,1,1,2,4,2,5
237,15,3,3,1,2,1,3,3
238,1,1,3,2,2,3,2,2
238,1,2,2,1,1,4,3,1
238,1,3,1,2,1,1,1,3
238,2,1,2,2,2,4,1,4
238,2,2,3,1,3,3,2,4
238,2,3,1,2,2,4,3,5
238,3,1,2,2,3,3,2,1
238,3,2,1,1,2,1,3,2
238,3,3,3,1,3,3,1,1
238,4,1,1,2,1,2,1,4
238,4,2,2,2,3,2,3,5
238,4,3,3,1,1,4,2,4
238,5,1,2,1,3,1,2,3
238,5,2,1,2,1,3,2,3
238,5,3,2,1,2,2,1,5
238,6,1,3,1,1,3,3,5
238,6,2,3,2,2,2,3,3
238,6,3,1,1,3,4,1,3
238,7,1,1,1,1,3,3,2
238,7,2,3,2,1,1,2,1
238,7,3,3,2,2,4,1,2
238,8,1,2,1,2,3,3,1
238,8,2,2,2,3,1,1,1
238,8,3,1,1,2,2,2,2
238,9,1,1,2,3,1,3,2
238,9,2,1,2,3,4,3,4
238,9,3,2,1,1,2,2,4
238,10,1,2,1,2,3,1,5
238,10,2,1,1,3,1,2,4
238,10,3,3,2,1,4,1,5
238,11,1,2,2,1,2,3,2
238,11,2,3,1,3,3,1,3
238,11,3,1,2,2,4,2,2
238,12,1,3,2,2,3,3,3
238,12,2,3,1,1,4,3,1
238,12,3,2,2,3,1,1,1
238,13,1,1,2,3,1,2,2
238,13,2,3,1,3,1,1,2
238,13,3,2,1,1,2,2,1
238,14,1,3,2,2,2,3,4
238,14,2,1,1,1,4,1,5
238,14,3,1,2,3,3,2,5
238,15,1,2,1,2,2,1,4
238,15,2,2,2,1,4,2,5
238,15,3,1,1,3,1,3,3
239,1,1,1,2,1,3,3,4
239,1,2,3,2,1,1,1,5
239,1,3,3,1,2,2,2,3
239,2,1,3,2,2,4,2,1
239,2,2,2,1,3,1,3,2
